record_type,review_status,review_decision,corrected_text,reviewer_notes,source_page,source_order,key,confidence,warnings,raw_text
"entry","pending","","","","181","4266","Kli paskaia","medium","parent_candidate_requires_review","Kli paskaia (v) – to restore, to rebuild / restaurar, reconstruir"
"entry","pending","","","","181","4267","Luki paskaia","medium","parent_candidate_requires_review","Luki paskaia (v) – to make in your thinking (mind), to create in your thinking (mind)/ hacer en tu pensamiento\n(mente), crear en tu pensamiento (mente)\n(Ex/Ej(mwb-05/20): Baibil sturka aisi kaikma taim, trai muns diara sut takan ba luki paskaia – When you read a Bible\naccount, try to create all that happened in your thinking / Cuando leas un relato bíblico, intenta crear todo lo que sucedió\nen tu pensamiento)"
"entry","pending","","","","182","4268","Papaskra","medium","parent_candidate_requires_review","Papaskra (n-agent/s-agente) – creator, maker, builder, craftsman, doer / creador, fabricante, constructor,\nartesano, hacedor\n(Construct: Papaskriki; Papaskrikam; Papaskrika)"
"entry","pending","","","","182","4269","Baibil Papaskra","medium","parent_candidate_requires_review","Baibil Papaskra – Bible’s Author, Creator of the Bible / Autor de la Biblia, Creador de la Biblia"
"entry","pending","","","","182","4270","Diara papaskra","medium","parent_candidate_requires_review","Diara papaskra (n-agent/s-agente) – maker of things, builder, craftsman / fabricante de cosas,\nconstructor, artesano"
"entry","pending","","","","182","4271","Papaskra Tara","medium","parent_candidate_requires_review","Papaskra Tara – Grand Creator / Gran creador\n(Ex/Ej(ll6): diara sut Papaskra tara –Creator of all things / Creador de todas las cosas)"
"entry","pending","","","","182","4272","Sumi papaskra","medium","parent_candidate_requires_review","Sumi papaskra (n-agent/s-agente) – potter / alfarero\n(Ex/Ej(fy116): Sumi Papaskra Tara Jehova – Great Potter Jehovah / Gran Alfarero Jehová)"
"entry","pending","","","","182","4273","Paskaia warkka","medium","parent_candidate_requires_review","Paskaia warkka – maintenance work, building work / trabajo de mantenimiento, trabajo de construcción"
"entry","pending","","","","182","4274","Paskanka","medium","parent_candidate_requires_review","Paskanka (n/s) – creation, something made, something built / creación, algo hecho, algo construido\n(Ex/Ej: Paskanka ba dukiara yawan aman luki kaikisa kaka dîa lan takaia sip sa ki? – If we examine creation carefully, what\nare we able to learn? / Si examinamos cuidadosamente la creación, ¿qué podemos aprender?)"
"entry","pending","","","","182","4275","Paskanka yua","medium","parent_candidate_requires_review","Paskanka yua (n/s) – creative day / día creativo"
"entry","pending","","","","182","4276","Rayaka paskanka","medium","parent_candidate_requires_review","Rayaka paskanka (n/s) – form of life, life-form / forma de vida"
"entry","pending","","","","182","4277","Swira paskaia","medium","parent_candidate_requires_review","Swira paskaia (v) – to humiliate, to shame, to embarrass / humillar, avergonzar"
"entry","pending","","","","182","4278","Swira paskan lâka","medium","parent_candidate_requires_review","Swira paskan lâka (n/s) – humiliation, shame, insult / humillación, vergüenza, insulto\n(Ex/Ej(wqu-07/20-2 Korint 12:10): Dîa muni “swira paskan lâka nani” tilara lilia kaia sip sa? – Why are we able to\nbe happy in the midst of insults? / ¿Por qué podemos ser felices en medio de los insultos?)"
"entry","pending","","","","182","4280","Pat aihwa wina","medium","parent_candidate_requires_review","Pat aihwa wina – from long ago / hace mucho tiempo"
"entry","pending","","","","182","4281","Pat pat","medium","parent_candidate_requires_review","Pat pat (adv,adj?) – often, frequently, frequent / a menudo, con frecuencia, frecuente"
"entry","pending","","","","182","4282","Pat pat apia","medium","parent_candidate_requires_review","Pat pat apia (adv,adj?) – rarely, infrequently, not often, infrequent / raramente, con poca frecuencia, no con\nfrecuencia"
"entry","pending","","","","182","4283","Pat wan","medium","parent_candidate_requires_review","Pat wan – already gone / ya se fue"
"entry","pending","","","","182","4285","Pât dimaia","medium","parent_candidate_requires_review","Pât dimaia (v) – to get into trouble / meterse en problemas"
"entry","pending","","","","182","4286","Pât wahwaia","medium","parent_candidate_requires_review","Pât wahwaia (a/t: Pât wauhwaia) (v) – to suffer calamity, to suffer / sufrir calamidad, sufrir"
"entry","pending","","","","182","4287","Pât wahwan uplika nani ba","medium","parent_candidate_requires_review","Pât wahwan uplika nani ba (jl18) (n/s) – victims of calamity / víctimas de la calamidad"
"entry","pending","","","","182","4288","Pât wahwanka","medium","parent_candidate_requires_review","Pât wahwanka (a/t: Pât wauhwanka) (n/s) – suffering, tribulation / sufrimiento, tribulación\n(Ex/Ej(mwb-07/19):Upla pât wahwanka ba Gâd wina klala kum sa ki? – Is human suffering a punishment from\nGod? / ¿Es el sufrimiento humano un castigo de Dios?)\nPât wahwanka tara (a/t: Pât wauhwanka tara-wqu;Trabil tara-lrw-Param Marikan 7:14; Pât\nwauhwanka nani manis- db-Matiu 24:21) – great tribulation / gran tribulación\n(Ex/Ej(wqu-10/19):Pât wahwanka tara ba tilara kasakkira banhwi kap –Be faithful during the great tribulation /\nSé fiel durante la gran tribulación)\n(Ex/Ej(wqu-01/20):Pât wahwanka tara ba tâ krikbia taim, ... – When the great tribulation starts, ... / Cuando\ncomienza la gran tribulación, ...)\n(Ex/Ej(mwb-08/20): Rilidian kuninkira nani ra sauhki tikbia taim, pât wahwanka tara ba tâ krikbia – When false\nreligion is destroyed, the great tribulation will begin / Cuando se destruya a la religión falsa, comenzará la gran\ntribulación)"
"entry","pending","","","","183","4289","Pâtka swih tikaia sakripaiska lâka ba","medium","parent_candidate_requires_review","Pâtka swih tikaia sakripaiska lâka ba (n/s) – atonement, atonement sacrifice / expiación,sacrificio de expiación"
"entry","pending","","","","183","4290","Saurka nani Swih Tikaia Yua","medium","parent_candidate_requires_review","Saurka nani Swih Tikaia Yua (a/t: Pâtka Swih Tikaia Yua-mwb12/20)– Day of Atonement / Día de la\nexpiación"
"entry","pending","","","","183","4291","Pâtkas","medium","parent_candidate_requires_review","Pâtkas (Patkas) (adj) – not guilty, innocent, blameless / no culpable, inocente, sin culpa\n(Ex/Ej: upla pâtkas – innocent person / persona inocente)"
"entry","pending","","","","183","4292","Pâtkas kaia ba","medium","parent_candidate_requires_review","Pâtkas kaia ba (n/s) – the quality of being innocent, the quality of being blameless, the quality of integrity\n/ la calidad de ser inocente, la calidad de ser irreprensible, la calidad de integridad (wqu-02/19) (See\nalso/ Ver también: Wapni lâka, Wapnika)"
"entry","pending","","","","183","4293","Upla pâtkas","medium","parent_candidate_requires_review","Upla pâtkas (n/s) – innocent person, person with no guilt / persona inocente, persona sin culpa"
"entry","pending","","","","183","4294","Waitna pâtkas","medium","parent_candidate_requires_review","Waitna pâtkas (n/s) – innocent man, man with no guilt / hombre inocente, hombre sin culpa"
"entry","pending","","","","183","4295","Pâtkira","medium","parent_candidate_requires_review","Pâtkira (Patkira) (adj) – guilty, at fault / culpable"
"entry","pending","","","","183","4296","Pâtkira kulkaia","medium","parent_candidate_requires_review","Pâtkira kulkaia (v) – to blame, to convict / culpar, condenar"
"entry","pending","","","","183","4297","Siknis takaia pâtka ba","medium","parent_candidate_requires_review","Siknis takaia pâtka ba (n/s) – the risk of becoming sick / el riesgo de enfermarse"
"entry","pending","","","","183","4298","Upla tâlia pâtka","medium","parent_candidate_requires_review","Upla tâlia pâtka – bloodguilt / culpa de sangre"
"entry","pending","","","","183","4300","Dawan Tutnika Pata","medium","parent_candidate_requires_review","Dawan Tutnika Pata (Dawan Pata-bh; Dawan pata tara-lrw,dbta) – The Lord’s Evening Meal / La cena del señor"
"entry","pending","","","","183","4301","Spirit pata","medium","parent_candidate_requires_review","Spirit pata – spiritual food / alimento espiritual\n(Ex/Ej(jl16/db-Luk 12:42): ai piua kat spirit pata yabisa – gives spiritual food according to his time / da alimento espiritual\nde acuerdo a su tiempo)"
"entry","pending","","","","183","4302","Tutni pata","medium","parent_candidate_requires_review","Tutni pata (n/s) – evening meal / cena"
"entry","pending","","","","183","4310","Paun mangkaia","medium","parent_candidate_requires_review","Paun mangkaia (v) – to weigh / pesar"
"entry","pending","","","","183","4311","Paun munaia","medium","parent_candidate_requires_review","Paun munaia (v) – to weigh / pesar"
"entry","pending","","","","183","4312","Paun wirhika","medium","parent_candidate_requires_review","Paun wirhika (Paun wihrka-sgd) (n/s) – weight / peso"
"entry","pending","","","","183","4314","Lalah pauni","medium","parent_candidate_requires_review","Lalah pauni (n/s) – gold / oro\n(Note/Nota: Starting with dbta, this term ceased to be used in the Bible, now replaced with Gul / Comenzando con dbta,\neste término dejó de usarse en la Biblia, ahora reemplazado por Gul)"
"entry","pending","","","","183","4317","Pauta klauhan","medium","parent_candidate_requires_review","Pauta klauhan (a/t: Pauta klauhi) – burning fire / fuego ardiente, fuego llameante"
"entry","pending","","","","183","4318","Pauta lakni","medium","parent_candidate_requires_review","Pauta lakni – flaming fire / fuego llameante\n(Construct: Pauta laknika-db,dba,my,bh,sln)"
"entry","pending","","","","183","4319","Pauta mukaia","medium","parent_candidate_requires_review","Pauta mukaia (v) – to start a fire, to stir a fire / encender un fuego, agitar el fuego\n(Ex/Ej(lfb92): Un ra wan taim, pauta mukan kum kaikan – When they went to shore, they saw a fire (that was started) /\nCuando fueron a la orilla, vieron un incendio (que se inició))"
"entry","pending","","","","183","4320","Pauta mukaia pâta","medium","parent_candidate_requires_review","Pauta mukaia pâta – fuel to start a fire, firewood / combustible para encender un fuego, leña"
"entry","pending","","","","184","4322","Pâwan","medium","parent_candidate_requires_review","Pâwan (Pawan) (adj,v-3p-past/pasado) – grown, grown up, mature, grew / crecido, maduro, creció\n(Ex/Ej(lfb38): Pâwan taim, Jehova karnika tara yaban – When (Samson) was grown, Jehovah gave (him) enormous\nstrength / Cuando (Sansón) creció, Jehová le dio (él) una fuerza enorme)"
"entry","pending","","","","184","4323","Spirit lainka ra pâwan","medium","parent_candidate_requires_review","Spirit lainka ra pâwan – spiritually mature / espiritualmente maduro"
"entry","pending","","","","184","4324","Pâwanka","medium","parent_candidate_requires_review","Pâwanka (Pawanka) (n/s) – growth / crecimiento"
"entry","pending","","","","184","4325","Spirit lâka pawaia","medium","parent_candidate_requires_review","Spirit lâka pawaia (v) – to grow spiritually / crecer espiritualmente\n(Ex/Ej(mwb-02/19): spirit lâka ra pâwras sa– is not growing spiritually / no está creciendo espiritualmente)\n(Ex/Ej(wqu-10/20):Spirit lâka ra pâwaia dukiara dîa daukaia sip sa? – What can we do in order to grow in a spiritual way?\n/ ¿Qué podemos hacer para crecer en sentido espiritual?)"
"entry","pending","","","","184","4329","Wik nani liliaka ba","medium","parent_candidate_requires_review","Wik nani liliaka ba (apia kaka Pentikus) – The Festival of Weeks (orPentecost) / La Fiesta de las Semanas (o\nPentecostés)"
"entry","pending","","","","184","4331","Âmyapah pis!","medium","parent_candidate_requires_review","Âmyapah pis! – Enjoy your meal! / Buen provecho!"
"entry","pending","","","","184","4332","Pi âpu daukaia","medium","parent_candidate_requires_review","Pi (a/t: Pih) âpu daukaia (v) – to devour, to consume, to eat all / devorar, consumir, comer todo"
"entry","pending","","","","184","4333","Pi kaikaia","medium","parent_candidate_requires_review","Pi (a/t: Pih) kaikaia (v) – to taste / probar"
"entry","pending","","","","184","4334","Pin","medium","parent_candidate_requires_review","Pin (v-3p-past/pasado) – ate / comió"
"entry","pending","","","","184","4335","Pin daukaia","medium","parent_candidate_requires_review","Pin daukaia (Alt: Plun daukaia) (v) – to be hungry / estar hambriento"
"entry","pending","","","","184","4336","Yapi pi","medium","parent_candidate_requires_review","Yapi pi – a lazy person / una persona perezosa\n(Lit: sleeping & eating / durmiendo y comiendo)"
"entry","pending","","","","184","4339","Piarka mairin","medium","parent_candidate_requires_review","Piarka mairin (n/s) – widow / viuda"
"entry","pending","","","","184","4340","Piarka takaia","medium","parent_candidate_requires_review","Piarka takaia (v) – to become a widow/widower / convertirse en viuda/viudo"
"entry","pending","","","","184","4341","Piarka waitna","medium","parent_candidate_requires_review","Piarka waitna (n/s) – widower / viudo"
"entry","pending","","","","184","4344","Kupia pihni","medium","parent_candidate_requires_review","Kupia pihni (n/s,adj) – good-heart, good-hearted, benevolent, generous / de buen corazón, benevolente,\ngeneroso\n(Lit: white heart / corazón blanco)"
"entry","pending","","","","184","4345","Kupia pihnikira","medium","parent_candidate_requires_review","Kupia pihnikira (adv,adj?) – good-heartedly, benevolently, generously / de buen corazón, benevolente,\ngenerosamente"
"entry","pending","","","","184","4346","Kupia pihni lâka","medium","parent_candidate_requires_review","Kupia pihni lâka (n/s) – good-heartedness, benevolence, generosity / bondad, benevolencia,\ngenerosidad"
"entry","pending","","","","184","4347","Lalah pihni","medium","parent_candidate_requires_review","Lalah pihni (n/s) – silver / plata\n(Note/Nota: Starting with dbta, this term ceased to be used in the Bible, now replaced with Silbar / Comenzando con dbta,\neste término dejó de usarse en la Biblia, ahora reemplazado por Silbar)"
"entry","pending","","","","185","4357","Pint dingkaia","medium","parent_candidate_requires_review","Pint dingkaia (v) – to paint, to apply paint / pintar, aplicar pintura"
"entry","pending","","","","185","4358","Pint munaia","medium","parent_candidate_requires_review","Pint munaia (v) – to paint, to draw / pintar, dibujar"
"entry","pending","","","","185","4363","Pirwi taukaia","medium","parent_candidate_requires_review","Pirwi taukaia (db-Hibru Nani 11:38) (v) – to wander / vagar"
"entry","pending","","","","185","4364","Pirwras","medium","parent_candidate_requires_review","Pirwras (v-neg) – not stagger, not wobble, not falter, not teeter, not sway / no tambalearse, no vacilar, no\nbalancearse"
"entry","pending","","","","185","4366","Brit pîs","medium","parent_candidate_requires_review","Brit pîs – piece of bread / pedazo de pan\n(Ex/Ej(lfb48): Pliskam pali, brit pîs kum aik – Please give me a piece of bread / Por favor dame un pedazo de pan)"
"entry","pending","","","","185","4367","Pîs pîs","medium","parent_candidate_requires_review","Pîs pîs (Pis pis) (n/s) – pieces / piezas"
"entry","pending","","","","185","4368","Pîs pîs aisanka nani","medium","parent_candidate_requires_review","Pîs pîs aisanka nani (n/s) – symposium / serie de discursos\n(Ex/Ej(Yu kumi aidrubanka tara programka 2024-2025):Pîs pîs aisanka nani: Yang swiri ai daukras sa… –\nSymposium: I am not ashamed of … / Serie de discursos: No estoyavergonzado...)"
"entry","pending","","","","185","4371","Pitka","medium","parent_candidate_requires_review","Pitka (n/s) – point, the point of, extent, precise point, appropriate point / punto, el punto de, límite, punto\npreciso, punto apropiado\n(Ex/Ej(bh71): Dia pitka kat upla pruan bukaia Jehovah brinka sa ki? – To what point/extent is Jehovah desiring to raise the\ndead? / ¿Hasta qué punto/grado desea Jehová resucitar a los muertos?)"
"entry","pending","","","","185","4372","Pitka mangkaia","medium","parent_candidate_requires_review","Pitka mangkaia (v) – to put at the appropriate point, to put a limit, to balance / poner en el punto\napropiado, poner un límite, equilibrar"
"entry","pending","","","","185","4373","Pitka kat","medium","parent_candidate_requires_review","Pitka kat (adv) – to the appropriate point/degree/extent/limit, to the precise point/degree/extent/limit / al\npunto/grado/límite apropiado, al punto/grado/límite preciso\n(Ex/Ej(wqu-12/19):Mark 6:30-34 nahki marikisa Jisas ba pitka kat wark takan bara ris brin? – How does Mark 6:30-34\nshow that Jesus worked and rested to the appropriate extent? / ¿Cómo muestra Marcos 6:30-34 que Jesús trabajó y\ndescansó en la medida apropiada?)\n(Ex/Ej(mwb-02/20): Lawana kum wan smalkisa celular ba pitka kat yawan yus munaia – One song teaches us to use the\ncell phone appropriately / Una canción nos enseña a usar el teléfono celular apropiadamente)\n(Ex/Ej(mwb-09/20): Dîa pitka kat Gȃd ba yawan kumi bani ra main wan kaikisa? – To what extent does God pay attention\nto us as indivituals? / Hasta qué grado está Dios pendiente de cada uno de nosotros (individualmente)?)"
"entry","pending","","","","185","4374","Pitka kat daukaia","medium","parent_candidate_requires_review","Pitka kat daukaia (v) – to do in an appropriate way, to do in a balanced way / hacer de manera\napropiada, hacer de manera equilibrada"
"entry","pending","","","","186","4375","Pitka kat kaikaia","medium","parent_candidate_requires_review","Pitka kat kaikaia (v) – to look at things in an appropriate way, to be optimistic / mirar las cosas de\nmanera apropiada, ser optimista"
"entry","pending","","","","186","4376","Pruaia pitka","medium","parent_candidate_requires_review","Pruaia pitka (conjugation?) – to the point of dying / hasta el punto de morir"
"entry","pending","","","","186","4378","Tâwa pitbanka","medium","parent_candidate_requires_review","Tâwa pitbanka (n/s) – hair braid / trenza de pelo"
"entry","pending","","","","186","4381","Ahkia piua ra?","medium","parent_candidate_requires_review","Ahkia piua ra? – At what time?, When? / ¿A qué hora?, ¿Cuándo?\n(ExEj(wqu-04/20): Joel 2:28,29 aisi ba ahkia piua ra aimakan ki? – Whenwas Joel 2:28,29 fulfilled? / ¿Cuando se cumplió\nJoel 2:28,29?)"
"entry","pending","","","","186","4382","Ani piua ra?","medium","parent_candidate_requires_review","Ani piua ra? – At what time?, At what point in time?, When? / Cuando?, A qué hora?, En qué momento?\n(Ex/Ej(mwb-08/21): Ani piua ra Jehova ra bîla kaikaia nit sa? – When do we need to wait on Jehovah? / ¿Cuándo debemos\nesperar en Jehová?)"
"entry","pending","","","","186","4383","Kaina piua","medium","parent_candidate_requires_review","Kaina piua (n/s) – time ahead, future / tiempo por delante, futuro\n(ExEj: kaina piua pranakira kum – a wonderful future / un futuro maravilloso)"
"entry","pending","","","","186","4384","Kaina piua ra","medium","parent_candidate_requires_review","Kaina piua ra – in the time ahead, in the future, in the future ahead / en el tiempo por delante, en el\nfuturo, en el futuro por delante"
"entry","pending","","","","186","4385","Kaina piua ra dîa takbia kaikaia karnika ba","medium","parent_candidate_requires_review","Kaina piua ra dîa takbia kaikaia karnika ba – the power to see what will happen in the future / el\npoder de ver lo que sucederá en el futuro\n(Ex/Ej(mwb-03/20): Naha tikska na nahki wan marikisa Jehova kaina piua ra dîa takbia kaikaia karnika\nba piu bani yus munras ba? – How does this text show that Jehovah doesn’t always use his power to see\nwhat will happen in the future? / ¿Cómo muestra este texto que Jehová no siempre usa su poder para\nver lo que sucederá en el futuro?)"
"entry","pending","","","","186","4386","Tisku kaina piua ra","medium","parent_candidate_requires_review","Tisku kaina piua ra – soon in the future, soon ahead in time / pronto en el futuro, pronto en el\ntiempo"
"entry","pending","","","","186","4387","Naika piua ba","medium","parent_candidate_requires_review","Naika piua ba – the future / el futuro"
"entry","pending","","","","186","4388","Naika piua ra","medium","parent_candidate_requires_review","Naika piua ra – in the later time, soon in time, in the future time / en el tiempo posterior, pronto en el tiempo, en\nel tiempo futuro"
"entry","pending","","","","186","4389","Naiwa piua ra","medium","parent_candidate_requires_review","Naiwa piua ra – in today’s time, in our time, in the time we’re living in, in our current time, currently / en el\ntiempo de hoy, en nuestro tiempo, en el tiempo en que vivimos, en nuestro tiempo actual, actualmente\n(Ex/Ej(mwb-12/19): Naiwa piua ra tasba aiska muihni bara lakri nani silak ra mangkan ba yawan nahki hilp munaia sip sa\nki? – How can we help our brothers and sisters in the entire world who are currently imprisoned? / ¿Cómo podemos\nayudar a nuestros hermanos y hermanas que en todo el mundo están actualmente encarcelados?)"
"entry","pending","","","","186","4390","Nawas piua kat","medium","parent_candidate_requires_review","Nawas piua kat – up to the present time / hasta la actualidad"
"entry","pending","","","","186","4391","Piu aiska","medium","parent_candidate_requires_review","Piu aiska – full-time, entire time / tiempo completo"
"entry","pending","","","","186","4392","Piu aiska smalki tataukra","medium","parent_candidate_requires_review","Piu aiska smalki tataukra (km) (n/s) – special pioneer (of Jehovah’s Witnesses) / precursor especial (de los\ntestigos de Jehová)\n(Note/Nota: Formerly/Anteriormente: Piu aiska smasmalkra (jl13))"
"entry","pending","","","","186","4393","Piu bani","medium","parent_candidate_requires_review","Piu bani – always, every time, all the time / siempre, cada vez, todo el tiempo\n(Ex/Ej(mwb-06/19): Nahki sip sa piu bani kau pain nu takaia Jehova dîa want sa yawan dukiara? – How are we able to\nalways be coming to know/perceive better what Jehovah wants for us? / ¿Cómo podemos llegar a saber/percibir mejor lo\nque Jehová quiere para nosotros?)"
"entry","pending","","","","186","4394","Piu kumi ra sin apia","medium","parent_candidate_requires_review","Piu kumi ra sin (verb/verbo) apia – never, at no time / nunca, en ningún momento (See also/ Ver también:\nAima kumi ra sin, Piu kumi ra sin (+ negative or prohibitive verb / + verbo negativa o prohibitiva))\n(Ex/Ej(lfb17): (Ken) piu kumi ra sin kli tawi balaia apia – (Cain) is never to return / (Caín) nunca volverá)\n(Ex/Ej(mwb-05/20): Lukaia apia sa, yawan iwi pliska ra baha sât trabilka nani piu kumi ra sin takbia apia ba – We must\nnot think that those sort of problems will not occur in the place where we are living / No debemos pensar que ese tipo de\nproblemas no ocurrirán en el lugar donde vivimos)\n(Ex/Ej(mwb-05/20): Kasak luki kan Jehova piu kumi ra sin witin ra lulki swibia apia – (He) knew that Jehovah would never\nabandon him / (Él) sabía que Jehová nunca lo abandonaría)"
"entry","pending","","","","187","4395","Piu kumi ra sin","medium","parent_candidate_requires_review","Piu kumi ra sin (+ negative or prohibitive verb / + verbo negativa o prohibitiva) – never, at no time / nunca, en\nningún momento (See also/ Ver también: Piu kumi ra sin (verb/verbo) apia, Aima kumi ra sin)\n(Ex/Ej(hf8): Mayam ra baman latwan kaiks, bara piu kumi ra sin upla wala ra laik takpara – Love only your mate, and\nnever come to like another person / Ama a tu pareja y nunca te gustará otra persona)\n(Ex/Ej(mwb-07/20): Moses wihki Eran wal Jehova ra kasak lukan lâka tara bri kan, bara piu kumi ra sin namhpa namhpa\nlukras kata – Moses and Aaron were having great faith in Jehovah, and never doubted / Moisés y Aarón tenían una gran\nfe en Jehová, y nunca dudaron)"
"entry","pending","","","","187","4396","Piu kunhku ra, ...","medium","parent_candidate_requires_review","Piu kunhku ra, ... – In a short time, ... / En poco tiempo, ..."
"entry","pending","","","","187","4397","Piu luan ba ra, ...","medium","parent_candidate_requires_review","Piu luan ba ra, ... – In the time that past, ...; Over time, ... / En el tiempo que pasó, ...; Con el tiempo, ...\n(Ex/Ej(lfb100): Piu luan ba ra, Pal Timoti ra Gâd sturka yamni lan dadaukra bara smasmalkrika pain kaia dukiara ridi\ndaukan. – Over time, Paul trained Timothy in order to be a good teacher and preacher of the good news of God. / Con el\ntiempo, Pablo entrenó a Timoteo para ser un buen maestro y predicador de las buenas nuevas de Dios.)"
"entry","pending","","","","187","4398","Piu lubia ba ra","medium","parent_candidate_requires_review","Piu lubia ba ra – in time (in the future), when time will have passed / con el tiempo (en el futuro), cuando el\ntiempo haya pasado"
"entry","pending","","","","187","4399","Piu lubia yabaia","medium","parent_candidate_requires_review","Piu lubia yabaia – to allow time to pass / dejar pasar el tiempo\n(Ex/Ej(bh31): (Jehova) pyu lubia yaban – (Jehovah) allowed time to pass / (Jehová) dejó pasar el tiempo)"
"entry","pending","","","","187","4400","Piu pain","medium","parent_candidate_requires_review","Piu pain – good times / buenos tiempos\n(Ex/Ej(fy15):piu pain bara piu saura – good times and bad times / buenos tiempos y malos tiempos)"
"entry","pending","","","","187","4401","Piu sut","medium","parent_candidate_requires_review","Piu sut – all the time, always / todo el tiempo, siempre\n(Ex/Ej(lfb100):Timoti ba muihni nani ra kasak latwan kaiki kan bara piu sut ra hilp munaia want kan – Timothy was really\nloving the brothers and always wanted to help them / Timoteo realmente amaba a los hermanos y siempre quiso\nayudarlos)"
"entry","pending","","","","187","4402","Piu wala ra, ...","medium","parent_candidate_requires_review","Piu wala ra, ... – at another time, ... / en otro momento, ..."
"entry","pending","","","","187","4403","Piua wala ra, ...","medium","parent_candidate_requires_review","Piua wala ra, ... – at whatever time, ..., whenever, ... / en cualquier momento, ..., cada vez que, ..."
"entry","pending","","","","187","4404","Piua aihwa wina","medium","parent_candidate_requires_review","Piua aihwa wina – from a long time ago / desde hace mucho tiempo"
"entry","pending","","","","187","4405","Piua kum","medium","parent_candidate_requires_review","Piua kum – one time / una vez"
"entry","pending","","","","187","4406","Piua kum kum","medium","parent_candidate_requires_review","Piua kum kum – sometimes / algunas veces (See also/ Ver también: Sam taim, Yu kum kum, Aima kum kum)"
"entry","pending","","","","187","4407","Piua nani lain kum ra kulki ba lilka","medium","parent_candidate_requires_review","Piua nani lain kum ra kulki ba lilka – timeline drawing / dibujo de línea de tiempo"
"entry","pending","","","","187","4408","Piua ra","medium","parent_candidate_requires_review","Piua ra – at the time / en el momento"
"entry","pending","","","","187","4409","Yakan piua","medium","parent_candidate_requires_review","Yakan piua – private time, time alone / tiempo privado, tiempo a solas"
"entry","pending","","","","187","4412","Pla tukbaia","medium","parent_candidate_requires_review","Pla tukbaia (a/t: Platukbaia) (v) – to push from the back, to propel, to poke, to prod / empujar desde atrás,\npropulsar, empujar\n(Ex/Ej(bh82): Tasba gabamintka nani bui upla ba Gâd kupia laka daukbia platukbras – Earth’s governments do not push\npeople to do God’s will / Los gobiernos de la Tierra no presionan a las personas para que hagan la voluntad de Dios)"
"entry","pending","","","","187","4414","Il plahpia","medium","parent_candidate_requires_review","Il plahpia (n/s) – hillside, foot of a hill / ladera, falda de un cerro, pie de un cerro"
"entry","pending","","","","187","4416","Plakin ra lakula daukaia","medium","parent_candidate_requires_review","Plakin ra lakula daukaia (lv) (v) – to salute the flag / saludar la bandera"
"entry","pending","","","","187","4418","Dus plamaya","medium","parent_candidate_requires_review","Dus plamaya (n/s) – tree roots / raíces de árbol"
"entry","pending","","","","188","4420","Biara plapaia","medium","parent_candidate_requires_review","Biara plapaia (v) – to have diarrhea / tener diarrea"
"entry","pending","","","","188","4421","Biara plapanka","medium","parent_candidate_requires_review","Biara plapanka (n/s) – diarrhea / diarrea"
"entry","pending","","","","188","4422","Brih plapaia","medium","parent_candidate_requires_review","Brih plapaia (v) – having while running, carrying while running / tener mientras corres, llevar mientras corres\n(Ex/Ej(lfb71): Mayam bara luhpiam ba naha wina brih Idsip ra plaps – Carry your wife and child and run to Egypt / Lleve a\nsu esposa e hijo y corra a Egipto)"
"entry","pending","","","","188","4423","Nakra laya plapras","medium","parent_candidate_requires_review","Nakra laya plapras – no crying / no llorar\n(Lit: eye water not running / el agua del ojo no corre)"
"entry","pending","","","","188","4424","Plapaika","medium","parent_candidate_requires_review","Plapaika (n/s) – place where something or someone runs / lugar donde algo o alguien corre"
"entry","pending","","","","188","4425","Lî plapaika","medium","parent_candidate_requires_review","Lî plapaika (n/s) – place where water flows, something through which water passes, canal, ditch / un\nlugar donde fluye el agua, algo por donde pasa agua, canal, zanha"
"entry","pending","","","","188","4426","Plapanka","medium","parent_candidate_requires_review","Plapanka (n/s) – running, race / carrera a pie\n(Ex/Ej(wqu-08/19):Dîa daukaia sa ki plapanka ba win takaia dukiara? – What must we do in order to win the race? / ¿Qué\ndebemos hacer para ganar la carrera?)"
"entry","pending","","","","188","4427","Plapi swakwi","medium","parent_candidate_requires_review","Plapi swakwi (my49) (v) – escaping by running / escapar corriendo"
"entry","pending","","","","188","4428","Plapi waia","medium","parent_candidate_requires_review","Plapi waia (v) – to leave running, to go running / salir corriendo"
"entry","pending","","","","188","4429","Rug lâka wina plapaia","medium","parent_candidate_requires_review","Rug lâka wina plapaia (v) – to run from immorality, to flee from fornication / huir de la inmoralidad, huir de la\nfornicación"
"entry","pending","","","","188","4430","Sîa plapaia","medium","parent_candidate_requires_review","Sîa plapaia (v) – to run in fear / correr por miedo\n(Ex/Ej(bh66): Waihlam kum sia plapisma, ... – You run in fear of your enemy, ... / Corres por miedo a tu enemigo, ...)"
"entry","pending","","","","188","4436","Plawarka watla","medium","parent_candidate_requires_review","Plawarka watla (n/s) – flour jar / tarro de harina\n(Ex/Ej(lfb48): Ai plawarka bara batana laya watla ba imhti takras kan – Her flour and oil jars did not become empty / Sus\nfrascos de harina y aceite no se vaciaron)"
"entry","pending","","","","188","4438","Dur playa","medium","parent_candidate_requires_review","Dur playa (n/s) – doorpost / jamba, poste de la puerta\n(Ex/Ej(mwb-07/20): Dur playka nani ra sîp talia yukan tânka ba– The significance of the sheep’s blood spread on the\ndoorposts / El significado de la sangre de las ovejas se untada en los postes de las puertas)"
