record_type,review_status,review_decision,corrected_text,reviewer_notes,source_page,source_order,key,confidence,warnings,raw_text
"entry","pending","","","","10","6","Adar briaia","medium","parent_candidate_requires_review","Adar briaia (v) – to receive orders, to receive commands / recibir pedidos, recibir comandos"
"entry","pending","","","","10","7","Adar munaia","medium","parent_candidate_requires_review","Adar munaia (v) – to order, to command / ordenar, mandar, pedir"
"entry","pending","","","","10","8","Adar mamunra","medium","parent_candidate_requires_review","Adar mamunra (n-agent/s-agente) – one who gives orders, one who gives commands / uno que da\nórdenes"
"entry","pending","","","","10","9","Adar raya","medium","parent_candidate_requires_review","Adar raya (n/s) – new order, new command / nuevo orden, nuevo mandato"
"entry","pending","","","","10","10","Adar yabaia","medium","parent_candidate_requires_review","Adar yabaia (v) – to give an order, to give a command / dar una orden, dar un mandato"
"entry","pending","","","","10","12","Ahkia ahkia","medium","parent_candidate_requires_review","Ahkia ahkia – whenever, anytime / en cualquier momento, cuando quiera que"
"entry","pending","","","","10","13","Ahkia piua ra?","medium","parent_candidate_requires_review","Ahkia piua ra? – At what time?, When? / ¿A qué hora?, ¿Cuándo?\n(ExEj(wqu-04/20): Joel 2:28,29 aisi ba ahkia piua ra aimakan ki? – When was Joel 2:28,29 fulfilled? / ¿Cuando se cumplió\nJoel 2:28,29?)"
"entry","pending","","","","10","14","Ahkia kat?","medium","parent_candidate_requires_review","Ahkia kat? – Until when? / ¿Hasta cuándo?"
"entry","pending","","","","10","17","Aikaia (v-irregularity of / irregularidad de: Yabaia","medium","parent_candidate_requires_review","Aikaia (v-irregularity of / irregularidad de: Yabaia – to give / dar; See also/ Ver también: Maikaia & Wankaia) –\nto give me, to allow me, to cause me / darme, permitirme, causarme (See entry below/ Ver entrada debajo:\nAikaia)"
"entry","pending","","","","10","18","Ai wis","medium","parent_candidate_requires_review","Ai wis (v-imp) – tell me / dime, digame, diganme"
"entry","pending","","","","10","21","Inska âialkra","medium","parent_candidate_requires_review","Inska âialkra (n-agent/s-agente) – fisherman / pescador"
"entry","pending","","","","10","25","Aiawanka","medium","parent_candidate_requires_review","Aiawanka (a/t: Aiauanka) (n/s) – movement of the body / movimiento del cuerpo"
"entry","pending","","","","10","26","Aiawikira","medium","parent_candidate_requires_review","Aiawikira (a/t: Aiauikira) (adj,adv) – active, actively, moving, in motion / activo, activamente, en movimiento\nAibanhwaia (see/ver: Banhwaia)"
"entry","pending","","","","11","28","Âiaibapra","medium","parent_candidate_requires_review","Âiaibapra (n-agent/s-agente) –payer, the one who pays / pagador, uno que paga"
"entry","pending","","","","11","29","Mana aibapaia","medium","parent_candidate_requires_review","Mana aibapaia (v) – to pay a salary, to pay a wage, to pay a price / pagar un salario, pagar un precio\n(ExEj(hf14): Wark takram mana mai aibapi ba pamalikam lalahka baku kaiks, man silp lalahkam baku kaikpara. – View\nthe salary you are being paid at your work as family money, don’t view it as your own money. / Vea el salario que le pagan\nen su trabajo como dinero familiar, no lo vea como su propio dinero.)"
"entry","pending","","","","11","33","Aidrubanka","medium","parent_candidate_requires_review","Aidrubanka (n/s) – meeting, the act of meeting together / reunión, el acto de reunirse\n(Ex/Ej(mwb-03/22): Aidrubanka kum tânka tara bri ba ra mai paiwaia want sna – I want to invite you to a special meeting\n/ Quiero invitarlo a una reunión especial)\n(Ex/Ej(mwb-01/22):Baibil stadi tatakra nani ba aidrubanka nani ra ban dimisa taim, spirit lainka ra kau isti pâwisa. –\nWhen the Bible student attends meetings regularly, they grow spiritually more quickly. / Cuando el estudiante de la Biblia\nasiste a las reuniones regularmente, crece espiritualmente más rápidamente.)"
"entry","pending","","","","11","34","Aidrubanka Kau Tara","medium","parent_candidate_requires_review","Aidrubanka Kau Tara (n/s) – regional convention / asamblea regional"
"entry","pending","","","","11","35","Aidrubanka ra waia paiwanka","medium","parent_candidate_requires_review","Aidrubanka ra waia paiwanka (n/s) – meeting invitation / invitación a reuniones"
"entry","pending","","","","11","36","Aidrubanka ra ya nani aisanka yabia wauhkataya","medium","parent_candidate_requires_review","Aidrubanka ra ya nani aisanka yabia wauhkataya – talk schedule / programa de discursos"
"entry","pending","","","","11","37","Asla aidrubanka","medium","parent_candidate_requires_review","Asla aidrubanka – meeting / reunion\n(Ex/Ej(mwb): Uplika ra asla aidrubanka kum ra paiws. – Invite the person to a meeting. / Invite a la persona a una\nreunion.)"
"entry","pending","","","","11","38","Asla Aidrubanka Watla","medium","parent_candidate_requires_review","Asla Aidrubanka Watla (n/s) – Kingdom Hall / Salón del Reino\n(Note/Nota: A Kingdom Hall formerly was called Kingka Lâka Watla / Un Salón del Reino se llamaba anteriormente\nKingka Lâka Watla)"
"entry","pending","","","","11","39","Aidrubanka Watla ra ulbi sakanka bâra ba","medium","parent_candidate_requires_review","Aidrubanka Watla ra ulbi sakanka bâra ba (n/s) – the books at the Kingdom Hall, Kingdom Hall\nlibrary / los libros en el Salón del Reino, biblioteca del Salón del Reino"
"entry","pending","","","","11","40","Asla Aidrubanka Watla Tara","medium","parent_candidate_requires_review","Asla Aidrubanka Watla Tara (n/s) – Assembly Hall / Salón del Asambleas"
"entry","pending","","","","11","41","Smalki taki waia aidrubanka","medium","parent_candidate_requires_review","Smalki taki waia aidrubanka (n/s) – meeting for field service / reunión para el servicio del campo"
"entry","pending","","","","11","42","Yu kumi aidrubanka tara","medium","parent_candidate_requires_review","Yu kumi aidrubanka tara (n/s) – circuit assembly, one-day assembly / asamblea de circuito, asamblea de\nun día"
"entry","pending","","","","11","43","Yu kumi aidrubanka tara programka","medium","parent_candidate_requires_review","Yu kumi aidrubanka tara programka (n/s) – Circuit assembly program / Programa de la asamblea\nde circuito"
"entry","pending","","","","11","45","Aidul lâka","medium","parent_candidate_requires_review","Aidul lâka (n/s) – idolatry / idolatría\n(Ex/Ej(lfb58): Jehova aidul lâka âpu daukaia want kan – Jehovah wanted to do away with (their) idolatry / Jehová quería\ndeshacerse de su idolatría)\n(Ex/Ej: Aidul lâka wina plaps – Flee from idolatry / Huye de la idolatría)\n(Ex/Ej(mwb-10/20): Naiwa piua ra aidul lâka ba tnatka sât sât ra bâra sa, bara tila wina kum kum ba aidul lâka apia talia\nsa. – In today’s time, there are all sorts of ways of idolatry, and from among them, some do not look like idolatry. / En la\népoca actual, hay todo tipo de formas de idolatría, y entre ellas, algunas no parecen idolatría.)\n(Ex/Ej(mwb-10/20):Dîa muni yawan gridi lȃka bara aidul lȃka wina sait ra kaia sa? – Why must greediness and idolatry be\nput to the side (rejected)? / ¿Por qué la codicia y la idolatría deben dejarse de lado (rechazarse)?)"
"entry","pending","","","","11","46","Aidul ra mayuni ba","medium","parent_candidate_requires_review","Aidul ra mayuni ba – the idol worshipper, the idolater / el idólatra"
"entry","pending","","","","12","48","Aihka aihka","medium","parent_candidate_requires_review","Aihka aihka (adj) – very strange, very unusual, very ugly, very different, very distinct / muy extraño, muy raro,\nmuy inusual, muy feo, muy diferente, muy distinto"
"entry","pending","","","","12","49","Aihka aihka dakbaia","medium","parent_candidate_requires_review","Aihka aihka dakbaia (v-trans; intrans: Aihka aihka dakwaia) – to separate, to disperse / apartar, separar,\ndispersar"
"entry","pending","","","","12","50","Aihka aihka dakwaia","medium","parent_candidate_requires_review","Aihka aihka dakwaia (v-intrans; trans: Aihka aihka dakbaia) – to separate, to disperse / apartar, separar,\ndispersar\n(Ex/Ej(db-Blasi Sturka 10:18):Witin nani turwi aihka aihka dakwi taki iwan – They dispersed and came to live\nseparately / Ellos se dispersaron y vinieron a vivir por separado)"
"entry","pending","","","","12","51","Aihka aihka sakaia","medium","parent_candidate_requires_review","Aihka aihka sakaia (v) – to separate, to scatter / apartar, separar, esparcir"
"entry","pending","","","","12","52","Aihka apia","medium","parent_candidate_requires_review","Aihka apia – not strange, not unusual, normal / no raro, no extraño, no inusual, normal\n(Ex/Ej: Aihka apia sa – It’s not unusual / No es raro)"
"entry","pending","","","","12","53","Aihka kaikaia","medium","parent_candidate_requires_review","Aihka kaikaia (v) – to view as strange, to view as unusual, to view as ugly, to view as amazing, to view as\nwonderful / ver como extraño, ver como raro, ver como inusual, ver como feo, ver como increíble, ver como\nmaravilloso\n(Ex/Ej(mwb-05/19): Yawan nisan wala uplika nani ra aihka kaikaia apia sa. – We must not view people of other nations\nwith prejudice. / No debemos ver a las personas de otras naciones con prejuicios.)"
"entry","pending","","","","12","54","Aihka pali","medium","parent_candidate_requires_review","Aihka pali (adj,adv) – very strange, very unusual, very ugly, very distinct, very different / muy extraño, muy raro,\nmuy inusual, muy feo, muy diferente, muy distinto"
"entry","pending","","","","12","55","Aihka pain","medium","parent_candidate_requires_review","Aihka pain – unusually good, outstanding, extraordinary, special / inusualmente bueno, excepcional,\nextraordinario, especial"
"entry","pending","","","","12","56","Aihka painkira pali","medium","parent_candidate_requires_review","Aihka painkira pali (adj) – unusually good, outstanding, very extraordinary, very special / inusualmente\nbueno, excepcional, muy extraordinario, muy especial"
"entry","pending","","","","12","57","Aihka saura","medium","parent_candidate_requires_review","Aihka saura – unusually bad, abnormal, strange, weird / inusualmente mala, anormal, extraño"
"entry","pending","","","","12","58","Aihka saura pali","medium","parent_candidate_requires_review","Aihka saura pali (adj) – unusually bad, abnormal, very strange, very weird / inusualmente mala, anormal,\nmuy extraño, muy raro"
"entry","pending","","","","12","59","Aihka takaia","medium","parent_candidate_requires_review","Aihka takaia (v) – to separate from, to become different, to be separated, to be different / separarse, volverse\ndiferente, estar separado, ser diferente"
"entry","pending","","","","12","60","Aihkakira","medium","parent_candidate_requires_review","Aihkakira (adj,adv) – strange, strangely, amazing, wonderful, wonderfully, unusual, unusually / extraño,\nasombroso, maravilloso, maravillosamente, inusual, inusualmente\n(Ex/Ej(lfb18): (Moses) diara aihkakira kaikan – (Moses) saw something amazing / (Moisés) vio algo asombroso)"
"entry","pending","","","","12","62","Aihkika ra","medium","parent_candidate_requires_review","Aihkika ra – to the right, to the right side, on the right / a la derecha, hacia la derecha"
"entry","pending","","","","12","63","Aihkika tanira","medium","parent_candidate_requires_review","Aihkika tanira – towards the direction on the right, towards the right side / hacia la dirección a la derecha, hacia\nel lado derecho\n(Ex/Ej(mwb-04/19-picture index/índice de imágenes): Purara aihkika tani ra – Towards the right side at the top / Hacia el\nlado derecho en la parte superior; Muhntara aihkika tani ra – Towards the right side at the bottom / Hacia el lado\nderecho en la parte inferior)"
"entry","pending","","","","12","64","Aihkika tara","medium","parent_candidate_requires_review","Aihkika tara – large majority / gran mayoría"
"entry","pending","","","","12","65","Diara aihkika","medium","parent_candidate_requires_review","Diara aihkika – almost all, most things / casi todos, la mayoria de las cosas"
"entry","pending","","","","12","66","Mihta aihkika","medium","parent_candidate_requires_review","Mihta aihkika (n/s) – right hand, right side / mano derecha, lado derecho\n(Ex/Ej(db-Aiseya 30:21):mihtam aihkika ra tawpara – do not turn to your right / no gire a la derecha)\n(Ex/Ej(db-Lawana Nani 110:1):Dawan bui yang dawanki ra win: “Man ba yang mihti aihkika ra iws, ...” – The Lord said to\nmy lord “Sit at my right hand, ...” / El Señor le dijo a mi señor ""Siéntate a mi derecha, ..."")"
"entry","pending","","","","12","67","Mihta aihkika yus muni","medium","parent_candidate_requires_review","Mihta aihkika yus muni – using the right hand, right-handed / usando la mano derecha, diestro"
"entry","pending","","","","12","68","Upla aihkika","medium","parent_candidate_requires_review","Upla aihkika – majority of the people, almost all of the people / mayoría de la gente, casi todas las personas"
"entry","pending","","","","12","70","Aihni daukaia","medium","parent_candidate_requires_review","Aihni daukaia (v) – to do/make with urgency, to hurry, to do/make immediately / hacer con urgencia, apurarse,\nhacer inmediatamente"
"entry","pending","","","","13","71","Aihni munaia","medium","parent_candidate_requires_review","Aihni munaia (v) – to do with urgency, to hurry, to do immediately / hacer con urgencia, apurarse, hacer de\ninmediato"
"entry","pending","","","","13","72","Aihni pali","medium","parent_candidate_requires_review","Aihni pali – immediately / inmediatamente\n(Ex/Ej(wqu-02/20):Adam ba bîla walras kan minitka ra Jehova aihni pali dîa daukan? – What did Jehovah do immediately\nat the minute Adam disobeyed? / Qué hizo Jehová inmediatamente en el momento en que Adán desobedeció?)"
"entry","pending","","","","13","73","Aihni waia","medium","parent_candidate_requires_review","Aihni waia (v) – to go right away / ir de inmediato"
"entry","pending","","","","13","75","Aihtabi takaia","medium","parent_candidate_requires_review","Aihtabi takaia (v) – to get baptized, to take a shower, to take a bath / bautizarse, ducharse, bañarse (See also /\nVer también: Tahbi daukaia)\n(Note/Nota: It is more common to use Aihtabaia instead of Aihtabi takaia to say: to take a bath, to take a shower / Es más\ncomún usar Aihtabaia en lugar de Aihtabi takaia para decir: / ducharse, bañarse)\n(Note/Nota: Aihtabi takaia can also refer to a spiritistic practice with a bucket shower. / Aihtabi takaia también puede\nreferirse a una práctica espiritista con un baño con balde.)\n(Ex/Ej(mwb-01/21): Aihtabi takai nani ba “âu” wibia taim, Jisas atki wan sakan mana ba kasak luki ba marikisa, bara ai\nkupia aiska ni ai rayaka Jehova ra yaban upla sut mawanra. – When those to be baptized say “yes”, they show in front of\nall people that they are exercising faith in Jesus’ ransom sacrifice and gave their life to Jehovah with their whole heart. /\nCuando los que se van a bautizar dicen ""sí"", muestran ante todas las personas que están ejerciendo fe en el sacrificio de\nrescate de Jesús y dieron su vida a Jehová con todo su corazón.)\n(Ex/Ej(mwb-01/21): Manis ra dîa mita tukban sa aihtabi takaia dukiara? – What has impelled many to become baptized? /\n¿Qué ha impulsado a muchos a bautizarse?)"
"entry","pending","","","","13","76","Aihtabi takan kristian waitna; Aihtabi takan kristian mairin","medium","parent_candidate_requires_review","Aihtabi takan kristian waitna; Aihtabi takan kristian mairin – baptized brother, baptized sister /\nhermano bautizado, hermana bautizada"
"entry","pending","","","","13","77","Aihtabi takras","medium","parent_candidate_requires_review","Aihtabi takras – not baptized / no bautizado (See also/ Ver también: Tahbi daukras)"
"entry","pending","","","","13","78","Smalki tataukra kau aihtabi takras","medium","parent_candidate_requires_review","Smalki tataukra kau aihtabi takras (n/s) – unbaptized publisher / publicador no bautizado"
"entry","pending","","","","13","80","Aihwa daukaia","medium","parent_candidate_requires_review","Aihwa daukaia (v) – to make perfect, to perfect / hacer perfecto, perfeccionar"
"entry","pending","","","","13","81","Aihwa sma!; Aihwa sma ba!","medium","parent_candidate_requires_review","Aihwa sma!; Aihwa sma ba! (exp) – You’re amazing! / ¡Eres increíble!\n(Note/Nota: an expression of congratulations or respect / una expresión de felicitación o respeto)"
"entry","pending","","","","13","82","Pat aihwa wina","medium","parent_candidate_requires_review","Pat aihwa wina – from long ago / hace mucho tiempo"
"entry","pending","","","","13","83","Piua aihwa wina","medium","parent_candidate_requires_review","Piua aihwa wina – from a long time ago / desde hace mucho tiempo"
"entry","pending","","","","13","84","Rait aihwa","medium","parent_candidate_requires_review","Rait aihwa – really, truly, real, ... / realmente, verdaderamente, real ...\n(Ex/Ej(mwb-05/21): Pâna rait aihwa kum ba dia sa ki? – What is a real friend? / ¿Qué es un amigo verdadero?)"
"entry","pending","","","","13","85","Sins aihwa","medium","parent_candidate_requires_review","Sins aihwa (bh21) – practical wisdom, real wisdom / sabiduría práctica, sabiduría real"
"entry","pending","","","","13","87","Aihwaki kaikaia","medium","parent_candidate_requires_review","Aihwaki kaikaia (v) – to watchfully guard, to look out to protect / vigilar atentamente, vigilar para proteger"
"entry","pending","","","","13","88","Aihwawakra Watla ba","medium","parent_candidate_requires_review","Aihwawakra Watla ba – The Watchtower / La Atalaya\n(Ex/Ej(wqu): Aihwawakra Watla Ba Jehova Kingka Lâka Ba Maisa Pakisa – The Watchtower Announcing Jehovah’s\nKingdom / La Atalaya Anunciando el Reino de Jehová)"
"entry","pending","","","","13","89","Kahbi aihwakaia","medium","parent_candidate_requires_review","Kahbi aihwakaia (v) – to put in order to protect; to put something in a place and then protect it / poner para\nproteger; poner algo en un lugar y luego protegerlo"
"entry","pending","","","","13","91","Daiwan âiikra )","medium","parent_candidate_requires_review","Daiwan âiikra (a/t: Daiwan âikra (Aikra)) (n-agent/s-agente) – killer of animals, hunter / asesino de animales,\ncazador (See also/ Ver también: Antin tatakra)"
"entry","pending","","","","13","92","Upla âiikra )","medium","parent_candidate_requires_review","Upla âiikra (a/t: Upla âikra (Aikra)) (n-agent/s-agente) – assassin, person that kills, killer, murderer / asesino,\npersona que mata"
"entry","pending","","","","14","96","Aikabaia munaia","medium","parent_candidate_requires_review","Aikabaia munaia (v) – to cause to vomit / hacer vomitar"
"entry","pending","","","","14","98","Aik","medium","parent_candidate_requires_review","Aik (v-imp) – give me, allow me, let me / dame, permíteme, déjeme"
"entry","pending","","","","14","99","Sal aik","medium","parent_candidate_requires_review","Sal aik (v-imp) – get it and give it to me / consíguelo y dámelo"
"entry","pending","","","","14","100","Wira aik","medium","parent_candidate_requires_review","Wira aik (v-imp) – give me a little please / dame un poco por favor"
"entry","pending","","","","14","101","Aikrika","medium","parent_candidate_requires_review","Aikrika (v-imp-alt) – allow me, let me / permíteme, déjeme\n(Ex/Ej: Aikrika wamna – Permit me to go / Permíteme ir)"
"entry","pending","","","","14","105","Aiklabaia daknika","medium","parent_candidate_requires_review","Aiklabaia daknika (n/s) – army, battalion, group for fighting / ejército, batallón, grupo de batalla"
"entry","pending","","","","14","106","Aiklabaia dusa","medium","parent_candidate_requires_review","Aiklabaia dusa (my) (n/s) – javelin / jabalina"
"entry","pending","","","","14","107","Aiklabaika","medium","parent_candidate_requires_review","Aiklabaika (n/s) – weapon / arma"
"entry","pending","","","","14","108","Aiklabanka","medium","parent_candidate_requires_review","Aiklabanka (n/s) – fight, battle, struggle, debate, contention, war / lucha, batalla, debate, contención, guerra\n(See also/ Ver también: War aiklabanka)"
"entry","pending","","","","14","109","Aiklabanka mayunra","medium","parent_candidate_requires_review","Aiklabanka mayunra (my50) (n/s) – praise for the fight, praise for the battle / alabanza por la pelea,\nalabanza por la batalla"
"entry","pending","","","","14","110","War aiklabanka","medium","parent_candidate_requires_review","War aiklabanka (n/s) – battle in a war, war / batalla en una guerra, guerra\n(Ex/Ej(mwb-12/19):Gâd war aiklabanka ba war nani sut âpu daukbia – God’s war to end all wars /La guerra de\nDios para poner fin a todas las guerras)"
"entry","pending","","","","14","111","Gâd las war aiklabanka tara","medium","parent_candidate_requires_review","Gâd las war aiklabanka tara – God’s great final war / La gran guerra final de Dios"
"entry","pending","","","","14","112","War Aiklabanka Kau Tara","medium","parent_candidate_requires_review","War Aiklabanka Kau Tara – World War 1 / Primera Guerra Mundial (Alt: Tasba aiska pas war\naiklabanka)"
"entry","pending","","","","14","113","Tasba aiska war aiklabanka wala","medium","parent_candidate_requires_review","Tasba aiska war aiklabanka wala – World War 2 / Segunda Guerra Mundial"
"entry","pending","","","","14","114","Aiklaklabra","medium","parent_candidate_requires_review","Aiklaklabra (n/s) – fighter, warrior, soldier,army / luchador, guerrero, soldado, ejército\n(Construct: Aiklaklabriki; Aiklaklabrikam; Aiklaklabrika)"
"entry","pending","","","","14","115","Aiklaklabra dakni","medium","parent_candidate_requires_review","Aiklaklabra dakni (n/s) – army, troops, battalion / ejército, tropas, batallón\n(Ex/Ej(my50): Ai aiklaklabra daknika – his army / su ejército)"
"entry","pending","","","","14","116","Mapara aiklaklabra","medium","parent_candidate_requires_review","Mapara aiklaklabra – opposing fighter, opposing warrior / luchadorcontrario, guerrero opuesto"
"entry","pending","","","","14","117","War aiklaklabra","medium","parent_candidate_requires_review","War aiklaklabra (n-agent/s-agente) – fighter, warrior, army / luchador, guerrero, ejército\n(Ex/Ej(db-Isa36:1): war aiklaklabra tara – vast army / gran ejercito)"
"entry","pending","","","","14","118","Mapara aiklabaia","medium","parent_candidate_requires_review","Mapara aiklabaia (v) – to fight against / luchar contra\n(Ex/Ej(km10/14): Gridi lâka mapara aiklabaia dukiara dîa hilp wan munbia? – What will help us to fight against greed? /\n¿Qué nos ayudará a luchar contra la codicia?)"
"entry","pending","","","","14","121","Aikuki asla prakan","medium","parent_candidate_requires_review","Aikuki asla prakan – united together / unidos juntos"
"entry","pending","","","","14","122","Aikuki balaia","medium","parent_candidate_requires_review","Aikuki balaia (v) – to come together / venir juntos"
"entry","pending","","","","15","123","Aikuki prakaia","medium","parent_candidate_requires_review","Aikuki prakaia (v) – to unite together, to join / unir juntos, unirse"
"entry","pending","","","","15","124","Aikuki prawaia","medium","parent_candidate_requires_review","Aikuki prawaia (v) – to meet together, to be united, to assemble, to meet / reunirse, unirse"
"entry","pending","","","","15","126","Kuku ailka","medium","parent_candidate_requires_review","Kuku ailka (n/s) – coconut oil / aceite de coco"
"entry","pending","","","","15","128","Ailalka","medium","parent_candidate_requires_review","Ailalka (n/s) – great amount, abundance, majority, copiousness, plethora / gran cantidad, abundancia, mayoría,\ncopiosidad, plétora"
"entry","pending","","","","15","129","Ailal daukaia","medium","parent_candidate_requires_review","Ailal daukaia (v) – to cause to increase, to grow the number, to make abundant, to make many / hacer aumentar,\naumentar en número, hacer abundante, hacer muchos"
"entry","pending","","","","15","130","Ailal pali","medium","parent_candidate_requires_review","Ailal pali – very much / mucho\n(Ex/Ej(my53): Jehova helpka ailal pali nit kan – needed Jehovah’s help very much / necesitaba mucho la ayuda de Jehová)"
"entry","pending","","","","15","131","Ailal takaia","medium","parent_candidate_requires_review","Ailal takaia (v) – to become many, to become abundant / hacerse muchos, hacerse abundantes"
"entry","pending","","","","15","132","Kau ailal","medium","parent_candidate_requires_review","Kau ailal – much more, many more / mucho más"
"entry","pending","","","","15","135","Aima an","medium","parent_candidate_requires_review","Aima an – how many times / cuántas veces"
"entry","pending","","","","15","136","Aima kum","medium","parent_candidate_requires_review","Aima kum (a/t: Aima kumi) – one time, once upon a time / una vez, hubo un tiempo"
"entry","pending","","","","15","137","Aima kum kum","medium","parent_candidate_requires_review","Aima kum kum (a/t: Aima kumi kumi) – sometimes, on occasion, occasionally, not often / a veces, en\nocasiones, ocasionalmente, no a menudo (See also/ Ver también:Sam taim, Yu kum kum, Piua kum\nkum)\nAima kumi sin (a/t: Aima kumi ra sin, Aima kumira sin) (when used with negative verb or Âpu / cuando\nse usa con verbo negativo o Âpu) – never, not once, on no occasion / nunca, ni una sola vez, en ninguna\nocasión\n(Ex/Ej(bh202): “Gâd Kumira Yuhmpa” bîla aisanka ba, Baibil ra aima kumi sin takras. – The expression “God three\npersons in one” (Trinity) does not occur once in the Bible. / La expresión ""Dios tres personas en una"" (Trinidad) no\naparece niuna vez en la Biblia.)\n(Ex/Ej(my59): Witin aima kumira sin man ra saura mai munras – He never once did bad to you / Nunca te hizo\nmal)\n(Ex/Ej(my84): Meri aima kumi sin naha uplika ra kaikras kan – Mary had never seen this person / María nunca ha\nvisto a esta persona)"
"entry","pending","","","","15","138","Aima kum pan","medium","parent_candidate_requires_review","Aima kum pan –even just one time, even just once / incluso solo una vez\n(Ex/Ej(lfb75): Naha kingka lâka sut maikaisna aima kum pan mayunra aikma kaka – All these kingdoms I will give\nyou if you even just once give me worship / Te daré todos estos reinos si tan solo una vez me das adoración)"
"entry","pending","","","","15","139","Kau aima","medium","parent_candidate_requires_review","Kau aima – one more time, once more / una vez más"
"entry","pending","","","","15","140","Kau aima kumi","medium","parent_candidate_requires_review","Kau aima kumi – once more, one more time, just one more time / una vez más, solo una vez más"
"entry","pending","","","","15","142","Aimahsi baikaia","medium","parent_candidate_requires_review","Aimahsi baikaia (v) – to have a first son or daughter / tener un primer hijo o hija"
"entry","pending","","","","15","144","King aimakaia","medium","parent_candidate_requires_review","King aimakaia (v) – to rule, to reign / gobernar, reinar (See also/ Ver también: Rul munaia)"
"entry","pending","","","","15","145","Gâd king aimakaia raitka","medium","parent_candidate_requires_review","Gâd king aimakaia raitka – God’s right to rule, God’s sovereignty / derecho de Dios a gobernar, soberanía\nde Dios"
"entry","pending","","","","15","146","Nata aimakaia","medium","parent_candidate_requires_review","Nata (a/t: Tnata, Pnata) aimakaia (v) – to completely accomplish, to fulfill, to come to an accomplished end /\nlograr completamente, cumplir, llegar a un fin logrado\n(Ex/Ej(bh92): Naha tnata aimaki ba diara kum tara sa – The fulfilling of this is a big thing / El cumplimiento de esto es una\ngran cosa)\n(Ex/Ej: Yawan nahki nu sa Baibil pramiska nani ba tnata aimakbia ba? – How do we know that the Bible promises will be\nfulfilled? / ¿Cómo sabemos que se cumplirán las promesas bíblicas?)"
"entry","pending","","","","15","147","Yaka aimakaia","medium","parent_candidate_requires_review","Yaka aimakaia (v) – to cause to be accomplished, to cause to be fulfilled / hacer que se logre, hacer que se\ncumpla"
"entry","pending","","","","16","148","Aimakupaia","low","blue_text_requires_verification","Aimakupaia(v-only used for third person / solo se usa para la tercera persona; of/de: Makupaia) – to bow, to face\ndownward, to stoop, to turn over / inclinarse, mirar hacia abajo, agacharse, voltearse\nAimawahkaia(lv,km,db,dictu-alt; Aimahwakaia-dict,dictu-alt; Aimawakaia-dictu,lrw,sln) (v-only used for third person /\nsolo se usa para la tercera persona; irregularity of / irregularidad de: Mawahkaia) – to mislead, to go around, to\nwander, to lead astray, to get lost / engañar, dar vueltas, deambular, extraviar, perderse\n(Ex/Ej(km10/14): Naha tasba brinka nani wal aimawahkpara – Do not be misled by these worldly desires / No te dejes engañar por\nestos deseos mundanos)\n(Ex/Ej(dba-Aiseya 19:14): Witin nani Idsipt ba aimawakan – They led Egypt astray / Ellos llevaron a Egipto por mal camino)"
"entry","pending","","","","16","150","Aimayunbiara","medium","parent_candidate_requires_review","Aimayunbiara (v-neg-f) – not to praise oneself, must not praise oneself, not to boast about oneself, must not\nboast about oneself / no debe alabarse a uno mismo, no debe presumir de uno mismo\n(Ex/Ej(db-1Sam2:3): Upla kumi sin uba aimayunbiara – No one should praise themselves / Nadie debería elogiarse a sí\nmismo)"
"entry","pending","","","","16","153","Aipaswanka","medium","parent_candidate_requires_review","Aipaswanka (n/s) – something piled up, something gathered, something brought together / algo amontonado,\nalgo reunido, algo conglomerado"
"entry","pending","","","","16","155","Ais ma walpa","medium","parent_candidate_requires_review","Ais ma walpa (my49) (n/s) – hailstone / granizo"
"entry","pending","","","","16","157","Aisa latwankira","medium","parent_candidate_requires_review","Aisa latwankira – loving father / padre amoroso"
"entry","pending","","","","16","158","Aisa yapti","medium","parent_candidate_requires_review","Aisa yapti (n/s) – parents / padres\n(Construct: Aisika yaptika)"
"entry","pending","","","","16","159","Aisa sainka smalkanka","medium","parent_candidate_requires_review","Aisa sainka smalkanka (n/s) – circumcision teaching / enseñanza de la circuncisión"
"entry","pending","","","","16","160","Aisa sainka daukaia","medium","parent_candidate_requires_review","Aisa sainka daukaia (n/s) – to circumcise / circuncidar"
"entry","pending","","","","16","164","Aisaia sip ba","medium","parent_candidate_requires_review","Aisaia sip ba – the ability to speak / la capacidad de hablar\n(Ex/Ej(wqu-05/20): Dîa muni kasak lukaia sip sa yawan aisaia sip ba Gad prisantka kum sa?… Nahki tingki lâka marikaia\nsip sa ki yawan aisaia sip ba mita? – Why are we able to believe that the ability to speak is a gift from God?… How are we\nable to show appreciation for the ability to speak? / ¿Por qué podemos creer que la capacidad de hablar es un regalo de\nDios?... ¿Cómo podemos mostrar aprecio por la capacidad de hablar?)"
"entry","pending","","","","16","165","Aisabia","medium","parent_candidate_requires_review","Aisabia (v-irregular-3p-fut II) – will talk/discuss/converse/speak / hablará / discutirá / conversará\n(Note/Nota: This word is often used as a way of saying “goodbye” or “we’ll speak in the future”. / Esta palabra se usa a\nmenudo como una forma de decir ""adiós"" o ""hablaremos en el futuro"".)"
"entry","pending","","","","16","166","Aisaia pliska","medium","parent_candidate_requires_review","Aisaia pliska (n/s) – platform, speaking place, stage / plataforma, lugar para discursar, escenario (See also/ Ver\ntambién: Aisasara pliska)"
